"id","name","longname","alpha","code","code_two","my_train_code","anglia_code","national_rail_code"
928,"EASTLEIGH","Eastleigh Rail Station","\N","ESL","ELGH","302960c1-0b32-43bf-b9ff-5a01c05986e8",NULL,NULL
929,"EASTRINGTON","Eastrington Rail Station","\N","EGN","ESTRNGT","8e966072-121e-40a5-b947-d4d20c2f4c8e",NULL,NULL
930,"EBBSFLEET","\N","\N","EBF","EBSFLTI","",NULL,NULL
933,"EBBW VALE","\N","\N","EBB","EBWVTN","8629f80e-5906-477b-9c00-2b674e982e17",NULL,NULL
934,"EBBW VALE PARKWAY","Ebbw Vale Parkway Rail Station","PARCFFORD GLYN EBWY","EBV","EBWVPWY","7141161a-78c2-4c55-8d70-914d23bf16f3",NULL,NULL
935,"ECCLES","Eccles Rail Station","\N","ECC","ECCLES","e2c84717-00e4-4c4e-a531-3fd64161174e",NULL,NULL
936,"ECCLES MTLK","\N","\N","ECM","MNCRECC","",NULL,NULL
938,"ECCLESTON PARK","Eccleston Park Rail Station","\N","ECL","ECPK","cd5928af-d17f-4357-b153-e07f63d93d5d",NULL,NULL
939,"EDALE","Edale Rail Station","\N","EDL","EDALE","12fc9575-d517-49a1-b8c2-edcb23093209",NULL,NULL
940,"EDEN PARK","Eden Park Rail Station","\N","EDN","EDPK","65c9e591-289c-443c-855c-5282c1f44bd8",NULL,NULL
942,"EDENBRIDGE TOWN","Edenbridge Town Rail Station","\N","EBT","EDNT","1d5bd12a-5e15-4012-9060-57df95167102",NULL,NULL
943,"EDGE HILL LIVERPOOL","Edge Hill Rail Station","\N","EDG","EDGH","885b0605-c0a6-42b2-a767-0521c5e13788",NULL,NULL
945,"EDINBURGH","Edinburgh Rail Station","WAVERLEY","EDB","EDINBUR","8adb5f17-edd5-4522-b74e-21b5b41809d9",NULL,NULL
946,"Edinburgh Airport","\N","\N","EDA","EDINAIR","3dd5efc2-5a25-440e-89ea-744f3135e587",NULL,NULL
948,"EDINBURGH PARK","Edinburgh Park Rail Station","\N","EDP","EDINPRK","66fa3124-14e6-4cb3-8bb1-23893d4beafd",NULL,NULL
950,"EFFINGHAM JUNCTION","Effingham Junction Rail Station","\N","EFF","EFNGHMJ","5db97d0a-68fc-480a-8d32-29f8a4e3c6bf",NULL,NULL
951,"EGGESFORD","Eggesford Rail Station","\N","EGG","EGGESFD","a59b6a3f-5ec7-4bb7-8d68-5e2615451d26",NULL,NULL
952,"EGHAM","Egham Rail Station","\N","EGH","EGHAM","be42d55a-3035-43d9-bd9b-340bc84964d2",NULL,NULL
953,"EGTON","Egton Rail Station","\N","EGT","EGTON","b26d49c0-ae86-4d25-8b2f-5c13148001d5",NULL,NULL
955,"ELGIN","Elgin Rail Station","\N","ELG","ELGIN","47f09805-ddf5-40ab-a0ef-fb58dd87f55c",NULL,NULL
956,"ELLESMERE PORT","Ellesmere Port Rail Station","\N","ELP","ELSMPRT","6dfd6ae6-7dc3-40d1-b68e-223dde78afda",NULL,NULL
958,"ELMSTEAD WOODS","Elmstead Woods Rail Station","\N","ESD","ELMW","c622bc86-dd26-44f3-85a9-b88a040adcda",NULL,NULL
959,"ELMSWELL","Elmswell Rail Station","\N","ESW","ELMSWEL","e6313fea-da8f-4648-a9b3-d5ee0d13895b",NULL,NULL
960,"ELSECAR","Elsecar Rail Station","\N","ELR","ELSC","697ef534-5aac-4224-a404-3adb4d3c6e31",NULL,NULL
962,"ELSTREE","Elstree & Borehamwood Rail Station","BOREHAMWOOD","ELS","ELTR","47a4f157-ce74-452d-8e8c-6201ea0cefd7",NULL,NULL
963,"ELTHAM","Eltham Rail Station","\N","ELW","ELTHAM","be0d8012-58df-4c91-9e04-1b3eef5306c9",NULL,NULL
965,"ELY (CAMB)","Ely Rail Station","\N","ELY","ELYY","0a29a65d-6040-4680-a837-7e94e7491d35",NULL,NULL
966,"EMERSON PARK","Emerson Park Rail Station","\N","EMP","EMRSPKH","be56faf0-6aba-457a-aace-f2802005e04f",NULL,NULL
968,"ENERGLYN & CHURCHILL PARK","\N","\N","ECP","ERGNCHP","858863d7-a204-4779-b6de-9969d3a7c6c4",NULL,NULL
969,"ENFIELD","\N","\N","EFD","CATZEFD","",NULL,NULL
970,"ENFIELD CHASE","Enfield Chase Rail Station","\N","ENC","ENFC","4d476d34-d511-431f-9dad-004d78dd4f93",NULL,NULL
2056,"PEARTREE","Peartree Rail Station","\N","PEA","PEARTRE","07f8d430-c85b-41e7-991a-9949536ab64e",NULL,NULL
973,"ENNIS","\N","\N","ENN","CATZENN","",NULL,NULL
974,"ENNISCORTHY","\N","\N","ENS","ENISCTY","",NULL,NULL
976,"EPSOM","Epsom Rail Station","\N","EPS","EPSM","8d538329-6971-4e5d-bbd4-f0a460a67f25",NULL,NULL
977,"EPSOM DOWNS","Epsom Downs Rail Station","\N","EPD","EPSDNS","ea3e3ab4-9312-434f-8a6d-5fbcab54254a",NULL,NULL
979,"ERIDGE","Eridge Rail Station","\N","ERI","ERIDGE","310164a4-4c51-47c5-b5d3-466f5e41f5c3",NULL,NULL
980,"ERITH","Erith Rail Station","\N","ERH","ERITH","9cf00c02-5ab2-4529-b982-8a25487e8288",NULL,NULL
981,"ESHER","Esher Rail Station","\N","ESH","ESHER","7eeca96d-3d91-45d8-a1d3-c76b8b5deb65",NULL,NULL
983,"ESSEX RD","Essex Road Rail Station","\N","EXR","ESSEXRD","685928d6-09cb-4304-b1f4-48d3ecc091b7",NULL,NULL
985,"ETIHAD CAMPUS METROLINK","\N","\N","EHC","MNCRECM","",NULL,NULL
986,"EUSTON LONDON","London Euston Rail Station","EUSTON","EUS","EUSTON","cb00b9a2-2182-4741-90d9-39f7d7a2e52b",NULL,NULL
988,"EVESHAM","Evesham Rail Station","\N","EVE","EVESHAM","560c28fc-451d-4cf0-9d99-0c8c1d570df6",NULL,NULL
989,"EWELL EAST","Ewell East Rail Station","\N","EWE","EWELLE","23ae6356-40a7-4489-b7e7-77039a220116",NULL,NULL
990,"EWELL WEST","Ewell West Rail Station","\N","EWW","EWELW","fed2b87b-728b-467b-a9c9-fbf84101690d",NULL,NULL
991,"EXCHANGE QUAY MTLK","\N","\N","EXQ","MNCREQY","",NULL,NULL
993,"EXETER ST DAVIDS","Exeter St Davids Rail Station","ST DAVIDS (EXETER)","EXD","EXETRSD","59a9b750-612b-4346-a22f-f5e176765309",NULL,NULL
994,"EXETER ST THOMAS","Exeter St Thomas Rail Station","ST THOMAS (EXETER)","EXT","EXETRST","da332d74-55a8-40a9-bdfa-7828814c207f",NULL,NULL
996,"EXMOUTH","Exmouth Rail Station","\N","EXM","EXMOUTH","9fc96241-8286-4587-93ef-b28e61e8203d",NULL,NULL
997,"EXTON","Exton Rail Station","\N","EXN","EXTON","2cc89518-8753-42e8-9afa-dffd634a112e",NULL,NULL
998,"EYNSFORD","Eynsford Rail Station","\N","EYN","EYNSFD","47dcf10d-ab44-44aa-a332-ac2dc9a78ba9",NULL,NULL
999,"FAILSWORTH","Failsworth Rail Station (closed)","\N","FLS","FALSWTH","",NULL,NULL
1000,"FAIRBOURNE","Fairbourne Rail Station","Y FRIOG","FRB","FRBN","ed7c9661-2717-435b-a7fc-b759be8b2942",NULL,NULL
1002,"FAIRLIE","Fairlie Rail Station","\N","FRL","FAIRLIE","42709d3b-f13a-4cd0-ab6c-359b77e6a74a",NULL,NULL
1003,"FAIRWATER","Fairwater Rail Station","TYLLGOED","FRW","FRWATER","3a5f3c73-4f16-4d61-99f3-cc69bc5f5a28",NULL,NULL
1006,"FALKIRK GRAHAMSTON","Falkirk Grahamston Rail Station","GRAHAMSTON (FALKIRK)","FKG","FALKRKG","1ae69019-a38f-43c6-89b9-c7d082bd6d3f",NULL,NULL
1008,"FALLS OF CRUACHAN","Falls of Cruachan Rail Station","\N","FOC","FLSCRHN","0a4f3b4f-bcac-4df5-a8d0-de8a2f1bf60b",NULL,NULL
1009,"FALMER","Falmer Rail Station","\N","FMR","FAMR","25bcddaa-9139-4c02-aada-f280b2c3529c",NULL,NULL
1011,"FALMOUTH TOWN","Falmouth Town Rail Station","THE DELL","FMT","FALMTHT","287a34a8-77c2-4b5e-9826-65e6b5d2faeb",NULL,NULL
1012,"FAREHAM","Fareham Rail Station","\N","FRM","FAREHAM","3cbf89fd-0cc8-49bc-9d8e-10cb91d21be6",NULL,NULL
1013,"FARNBOROUGH (MAIN)","Farnborough (Main) Rail Station","\N","FNB","FRBRMN","018dc5fe-a7a2-4cfc-8812-be15b5cf171c",NULL,NULL
1015,"FARNCOMBE","Farncombe Rail Station","\N","FNC","FRNCMB","7be8f3a4-b6c0-4c48-bae6-417aa5732d87",NULL,NULL
1016,"FARNHAM","Farnham Rail Station","\N","FNH","FARNHAM","6a5adb51-404d-4e3a-bcb8-28f5d6f7f7c1",NULL,NULL
1018,"FARNWORTH","Farnworth Rail Station","\N","FNW","FRNW","86d30638-413f-43fa-b20a-dddd7b8b6879",NULL,NULL
1019,"FARRANFORE","\N","\N","FAR","CATZFAR","5aa0fdf4-d78b-4ebc-8022-8b4bc1a0dc73",NULL,NULL
1020,"FARRINGDON","Farringdon (London) Rail Station","\N","ZFD","FRNDNLT","69cafa94-11f2-42c5-b874-a4f5c45c28f4",NULL,NULL
1022,"FAVERSHAM","Faversham Rail Station","\N","FAV","FAVRSHM","f7938bfd-e974-458e-aca2-12d0706304c3",NULL,NULL
1023,"FAYGATE","Faygate Rail Station","\N","FGT","FAYGATE","d1d96d1d-58c4-47b4-90f4-a8281574727c",NULL,NULL
1025,"FEARN","Fearn Rail Station","\N","FRN","FEARN","5bf81247-433c-493d-a7c3-5c3cce50ff2b",NULL,NULL
1026,"FEATHERSTONE","Featherstone Rail Station","\N","FEA","FTHRSTN","ff523399-8a71-46e6-ad9d-3fcc8636ee06",NULL,NULL
1027,"FELIXSTOWE","Felixstowe Rail Station","\N","FLX","FLXSTOW","03bb8f7c-1a49-45f0-a5f1-18b18fddcd1b",NULL,NULL
1029,"FELTHAM","Feltham Rail Station","\N","FEL","FELTHAM","cefaf456-28f1-43e9-a854-0b9c86e2edac",NULL,NULL
1031,"FENITON","Feniton Rail Station","\N","FNT","FENITON","e0008e04-d75d-4247-bc27-7c73bbfd6af6",NULL,NULL
1032,"FENNY STRATFORD","Fenny Stratford Rail Station","\N","FEN","FSTR","920c5d3b-d68c-4d19-baad-ae95a34435c9",NULL,NULL
1033,"FERNHILL","Fernhill Rail Station","\N","FER","FERNHIL","12d1eb8b-10d0-47f2-aaf2-6f06d0d2cbad",NULL,NULL
1035,"FERRYSIDE","Ferryside Rail Station","GLANYFFERI","FYS","FYSD","a7d9d1f4-008c-4667-999c-df4ff7223e51",NULL,NULL
1036,"FFAIRFACH","Ffairfach Rail Station","\N","FFA","FFAIRFC","d43f4da6-74b9-4553-9554-0da77eb60551",NULL,NULL
1037,"FILEY","Filey Rail Station","\N","FIL","FILEY","61432b82-dfd3-4f20-ae38-964c5cd41ede",NULL,NULL
1039,"FINCHLEY ROAD & FROGNAL","Finchley Road & Frognal Rail Station","FROGNAL","FNY","FNCHLYR","47247f16-eb43-49fe-9b3d-8874b58c0bd1",NULL,NULL
1040,"FINSBURY PARK LONDON","Finsbury Park Rail Station","\N","FPK","FNPK","17eefea2-350b-4e73-880e-cbb1fc54af1c",NULL,NULL
1042,"Firswood Mtlk","\N","\N","FWN","MNCRRFW","",NULL,NULL
1045,"FISHERSGATE","Fishersgate Rail Station","\N","FSG","FSHRSGT","370c5d1a-6378-494c-ba51-e1f50312ce25",NULL,NULL
1043,"FISHBOURNE","Fishbourne Rail Station","\N","FSB","FSHBORN","f8c98e63-4273-4f03-985a-e085b89d609f",NULL,NULL
1046,"FISHGUARD AND GOODWICK","\N","\N","FGW","FGDHGWK","e8f8fb30-547f-4f51-9726-56befe01f7ab",NULL,NULL
1048,"FISKERTON","Fiskerton Rail Station","\N","FSK","FISKRTN","c6da28c9-1420-44d4-997b-8d2f6b660a69",NULL,NULL
1049,"FITZWILLIAM","Fitzwilliam Rail Station","\N","FZW","FITZWLM","58eb58c4-ac75-476c-b86c-cc790563e9e9",NULL,NULL
1050,"FIVE WAYS","Five Ways Rail Station","\N","FWY","FIVEWYS","723a0b00-4aa0-4b70-b173-04f0e107ad3c",NULL,NULL
1051,"FLEET","Fleet Rail Station","\N","FLE","FLEET","0431a1fd-7180-45f7-878b-fa5e94b1461f",NULL,NULL
1053,"FLINT","Flint Rail Station","\N","FLN","FLINT","15f095ee-d94b-4154-a5c8-b6b61312cd88",NULL,NULL
1054,"FLITWICK","Flitwick Rail Station","\N","FLT","FLITWCK","4dd81a54-c8cd-4c97-98d6-80d52f886c49",NULL,NULL
1056,"FLOWERY FIELD","Flowery Field Rail Station","\N","FLF","FLWRYFD","6becd78a-e9cf-4aa6-8407-b26f6bbf3a3c",NULL,NULL
1058,"FOLKESTONE WEST","Folkestone West Rail Station","\N","FKW","FLKSTNW","c914d6dc-0794-4cec-8b64-fc40d7c7c48d",NULL,NULL
2136,"PORT GLASGOW","Port Glasgow Rail Station","\N","PTG","PTGLSGW","db79032e-958a-4841-b13d-285d5f24b6df",NULL,NULL
1062,"FOREST HILL","Forest Hill Rail Station","\N","FOH","FORESTH","14c2c7f1-e361-4c14-944b-4b6fac7fe783",NULL,NULL
1060,"FOREST GATE","Forest Gate Rail Station","\N","FOG","FRSTGT","9a7de8ba-aa4b-436c-8a5c-faddc8f01619",NULL,NULL
1063,"FORMBY","Formby Rail Station","\N","FBY","FORMBY","fb433594-801e-41d5-aee7-5c5d34ff391c",NULL,NULL
1064,"FORRES","Forres Rail Station","\N","FOR","FORRES","49808944-9324-47ac-9412-b04812b79c02",NULL,NULL
1066,"FORT MATILDA","Fort Matilda Rail Station","\N","FTM","FRTMTLD","38aa00c3-39ee-488d-8d15-7d80ad1fa1ab",NULL,NULL
1067,"FORT WILLIAM","Fort William Rail Station","\N","FTW","FRTWLM","afd14ab4-2585-4f99-864c-d766d826a653",NULL,NULL
1068,"FOTA","\N","\N","FOT","CATZFOT","",NULL,NULL
1070,"FOXFIELD","Foxfield Rail Station","\N","FOX","FOXFILD","2db14a26-f122-48fc-bd64-a10b8f2a3154",NULL,NULL
1071,"FOXFORD (IRELAND)","\N","\N","FXF","CATZFXF","a1651b98-7aa9-4c18-91db-274908a867f0",NULL,NULL
1073,"FRANT","Frant Rail Station","\N","FRT","FRANT","67a855b5-a877-4515-888f-b4f30324f597",NULL,NULL
1145,"GOLF STREET CARNOUSTIE","Golf Street Rail Station","\N","GOF","GOLFSTR","5bfaaa8f-4757-49fd-aae7-e2af9671c61b",NULL,NULL
1075,"FREEHOLD METROLINK","\N","\N","FHM","MNCRFHM","",NULL,NULL
1076,"FRESHFIELD","Freshfield Rail Station","\N","FRE","FRSHFLD","517e4688-4298-46b7-b280-7f6a0237855b",NULL,NULL
1079,"FRIMLEY","Frimley Rail Station","\N","FML","FRIMLEY","ee6485b7-c15c-445b-ba52-3bfb292c0b5e",NULL,NULL
1077,"FRESHFORD","Freshford Rail Station","\N","FFD","FRESHFD","61f7127a-0266-4391-82a8-7b8c3d966a25",NULL,NULL
1080,"FRINTON-ON-SEA","Frinton-on-Sea Rail Station","\N","FRI","FRINTON","04e43b02-3b0e-4882-86c8-ba3a2a744677",NULL,NULL
1082,"FRODSHAM","Frodsham Rail Station","\N","FRD","FRDSHM","6945c2a2-7d85-42ea-a11a-4a7d5f2f4111",NULL,NULL
1083,"FROME","Frome Rail Station","\N","FRO","FROME","b4c46e87-a16b-47ee-a80e-34c6e86d4f39",NULL,NULL
1084,"FROSTERLEY","Frosterley Rail Station","\N","FRR","FROSTLY","",NULL,NULL
1086,"FURNESS VALE","Furness Vale Rail Station","\N","FNV","FURNESV","d6dd8bc7-99f3-4f6d-afe6-e2bacde077e2",NULL,NULL
1087,"FURZE PLATT","Furze Platt Rail Station","\N","FZP","FURZEP","30e4eb1d-89a7-4298-b5b5-765e16f520f6",NULL,NULL
1089,"GAINSBOROUGH LEA ROAD","Gainsborough Lea Road Rail Station","\N","GBL","GBGHLRD","1a987635-7f13-4f00-89a0-f0b2293dc2d9",NULL,NULL
1090,"GALASHIELS","\N","\N","GAL","GALASLS","643ff9f7-0804-471a-bb9b-861e1131b596",NULL,NULL
1091,"GALASHIELS BUS STATION","\N","\N","XAA","BRWCGAL","6e8c84a1-3f19-45e8-924a-071600309382",NULL,NULL
1094,"GALWAY","\N","\N","GWY","GALWAY","",NULL,NULL
1095,"GARELOCHHEAD","Garelochhead Rail Station","\N","GCH","GRLCHHD","97d826b2-f9bb-4915-b2ea-550a361ae397",NULL,NULL
1096,"GARFORTH","Garforth Rail Station","\N","GRF","GARFRTH","58dfb25f-df73-40fa-a1ab-3ff07433a3bd",NULL,NULL
1097,"GARGRAVE","Gargrave Rail Station","\N","GGV","GRGRAVE","17334981-2f66-4ad2-a380-44c80462b70f",NULL,NULL
1099,"GARSCADDEN GLASGOW","Garscadden Rail Station","\N","GRS","GSCD","2ef9bd45-977d-45b3-a58a-5743fbd013ef",NULL,NULL
1100,"GARSDALE","Garsdale Rail Station","\N","GSD","GARSDLE","76a97e97-e580-4135-a458-03250e340908",NULL,NULL
1102,"GARSWOOD","Garswood Rail Station","\N","GSW","GARW","a31ef50e-848d-4dab-b710-8b5e934909da",NULL,NULL
1103,"GARTCOSH","Gartcosh Rail Station","\N","GRH","GRTCSH","07c11a9c-98dd-4ba6-9067-6d4182c0f605",NULL,NULL
1104,"GARTH MID GLAMORGAN","Garth (Bridgend) Rail Station","\N","GMG","GRTHMG","f8fccfe9-bf09-461a-a79c-901c58616fb5",NULL,NULL
1106,"GARVE","Garve Rail Station","\N","GVE","GARVE","56986e14-ec6b-4ac1-99e6-a44087496837",NULL,NULL
1107,"GATHURST","Gathurst Rail Station","\N","GST","GATHRST","1e1df6c2-4af9-4fc1-a6ef-c904c8199786",NULL,NULL
1108,"GATLEY","Gatley Rail Station","\N","GTY","GATLEY","4f2cd1d9-e8ae-493b-a2bc-4a8e11b8344e",NULL,NULL
1110,"GEORGEMAS JUNCTION","Georgemas Junction Rail Station","\N","GGJ","GRGMASJ","3de79251-6862-48fd-a74d-d52e2fb2e132",NULL,NULL
1111,"GERRARDS CROSS","Gerrards Cross Rail Station","\N","GER","GERRDSX","92734c47-e9a2-4566-a05e-aa897ae906d5",NULL,NULL
1113,"GIFFNOCK","Giffnock Rail Station","\N","GFN","GIFNOCK","439653e9-5406-44fd-ab1a-41cac4d7dd11",NULL,NULL
1114,"GIGGLESWICK","Giggleswick Rail Station","\N","GIG","GGLSWCK","854d5aac-53aa-4be3-862a-4e063bc0a3eb",NULL,NULL
1116,"GILFACH FARGOED HALT","Gilfach Fargoed Rail Station","\N","GFF","GLFCHFR","75047adb-9e57-42bc-b128-3e4a685c197a",NULL,NULL
1117,"GILLINGHAM (DORSET)","Gillingham (Dorset) Rail Station","\N","GIL","GLHM","b3d8ea58-2f12-441f-9075-dfe58aeea4bf",NULL,NULL
1119,"GILSHOCHILL","Gilshochill Rail Station","\N","GSC","LAMBH","3c6be685-be75-4165-8b80-6c036461371e",NULL,NULL
1120,"GIPSY HILL","Gipsy Hill Rail Station","\N","GIP","GIPSYH","6b2be022-235c-4ae7-a024-da196d70467a",NULL,NULL
1121,"GIRVAN","Girvan Rail Station","\N","GIR","GIRVAN","12c6e4ed-3061-48d8-94c7-8e8de9b38095",NULL,NULL
1123,"GLAN CONWY","Glan Conwy Rail Station","\N","GCW","GLNCNWY","4a539028-a091-4ab3-be56-4608e2fe5ed0",NULL,NULL
1124,"GLASGOW AIRPORT","\N","\N","GGT","GLGAPT","4b811e27-53c0-452b-a69e-0a4a4f34364d",NULL,NULL
1129,"GLASSHOUGHTON","Glasshoughton Rail Station","\N","GLH","GLASHTN","762cadff-7bf8-4811-a8c1-67f12dce82b4",NULL,NULL
1127,"GLASGOW QUEEN ST L.L.","Glasgow Queen Street Low Level Rail Station","\N","GLQ","GLGQLL","b7eddae6-3200-467b-8741-67e0c3967656",NULL,NULL
1130,"GLAZEBROOK","Glazebrook Rail Station","\N","GLZ","GLAZBRK","576e4fca-3be3-4ed2-bccc-c7f7a1ffb83a",NULL,NULL
1131,"GLENEAGLES","Gleneagles Rail Station","\N","GLE","GLNEGLS","664de140-1ecb-41be-93d6-9f891178c7c5",NULL,NULL
1132,"GLENFINNAN","Glenfinnan Rail Station","\N","GLF","GLNFNNN","3d5a96e8-e246-4d38-9073-3b0c53caa8af",NULL,NULL
1133,"GLENGARNOCK","Glengarnock Rail Station","\N","GLG","GLGN","cc542259-bbd2-47a9-9440-c0a3f03d9b4e",NULL,NULL
1135,"GLOSSOP","Glossop Rail Station","\N","GLO","GLSP","cfe49630-037a-4f38-9f77-a9b90af1a8d3",NULL,NULL
1137,"GLOUNTHAUNE","\N","\N","XGV","CATZ002","e984c389-2f66-43bd-a78a-2d38a06d7da5",NULL,NULL
1138,"GLYNDE","Glynde Rail Station","\N","GLY","GLYNDE","a08fe193-4565-437a-954a-6b96f9845889",NULL,NULL
1139,"GOBOWEN","Gobowen Rail Station","\N","GOB","GOBOWEN","76a50690-ccbc-4994-ada5-c8c507d3cede",NULL,NULL
1141,"GODLEY","Godley Rail Station","\N","GDL","GODLY","2c06d25f-5f40-4d68-a69e-51f803dae0d5",NULL,NULL
1142,"GODSTONE","Godstone Rail Station","\N","GDN","GODSTON","9e3b3595-82f2-4909-9463-cabdc5f80673",NULL,NULL
1143,"GOLDSMITH AVENUE","\N","\N","FTN","FRATGSA","ccca5afe-f937-490f-9c5c-9b817b840050",NULL,NULL
1146,"GOLSPIE","Golspie Rail Station","\N","GOL","GOLSPIE","411d8763-2784-4bc9-9acb-e61a2d51a498",NULL,NULL
2058,"PECKHAM RYE (C)","\N","\N","PMR","PKHMRYC","873dfa94-05c0-400d-8e7a-c61cdc2d512c",NULL,NULL
1148,"GOODMAYES","Goodmayes Rail Station","\N","GMY","GODMAYS","5f67f520-07d3-49c3-bb50-f772a617762a",NULL,NULL
1149,"GOOLE","Goole Rail Station","\N","GOO","GOOLE","a6fab0e7-6ba7-4e2c-a924-4d7e75cd722e",NULL,NULL
1151,"GOOSTREY","Goostrey Rail Station","\N","GTR","GOOSTRY","4838de93-7b05-472c-b730-c457b9c168c8",NULL,NULL
1153,"GOREBRIDGE","\N","\N","GBG","GOREBRG","a1bd0c83-3b66-4f3c-a62c-1a82c5999b78",NULL,NULL
1154,"GOREY","\N","\N","GOY","CATZGOY","",NULL,NULL
1156,"GORING-BY-SEA","Goring-by-Sea Rail Station","\N","GBS","GORNGBS","e4c9210c-099f-4e61-b723-a1993918f222",NULL,NULL
1157,"GORT","\N","\N","XGR","CATZ003","9f56b0a5-7fec-43d7-ac72-a55b3db356ce",NULL,NULL
1158,"GORTON","Gorton Rail Station","\N","GTO","GORTON","74c484ca-d917-473a-a7f2-b87c0f51204d",NULL,NULL
1161,"GOSPORT FERRY","\N","\N","XOF","GOFER","",NULL,NULL
1159,"GOSPEL OAK","Gospel Oak Rail Station","\N","GPO","GOSPLOK","b5040628-adef-4991-9e68-fc3da3f51c44",NULL,NULL
1165,"GOWERTON","Gowerton Rail Station","TRE-GWYR","GWN","GOWERTN","075a6445-d4cd-4bb0-a24e-af7e761bb712",NULL,NULL
1163,"GOUROCK PIER (ENGOPS)","\N","\N","GXX","GOURPIE","050068db-7e76-49e3-98c1-4e9e389513a2",NULL,NULL
1162,"GOUROCK","Gourock Rail Station","\N","GRK","GOUROCK","0fb56a63-bf11-4446-b835-e204fede5a77",NULL,NULL
1167,"GRANGE PARK","Grange Park Rail Station","\N","GPK","GRPK","afd4b7f9-3e0f-4b11-a0e2-887133257310",NULL,NULL
1168,"GRANGE-OVER-SANDS","Grange-over-Sands Rail Station","\N","GOS","GOVS","9aa3a6a6-2758-40c3-8c18-546ccad5b204",NULL,NULL
1170,"GRANTHAM","Grantham Rail Station","\N","GRA","GTHM","879ab60a-6105-4191-bfb6-e8402554cfa3",NULL,NULL
1171,"GRATELEY","Grateley Rail Station","\N","GRT","GRATELY","d2479e2d-a17d-43fa-8d34-57d89dffb664",NULL,NULL
1172,"GRAVELLY HILL","Gravelly Hill Rail Station","\N","GVH","GRAVLYH","78a3a4ef-c9f6-47ac-92f4-28f305f201b8",NULL,NULL
1176,"GRAYS","Grays Rail Station","\N","GRY","GRAYS","f5ab6176-85ec-4827-aa67-6bb6b91e1f47",NULL,NULL
1177,"GREAT AYTON","Great Ayton Rail Station","\N","GTA","GTAYTON","733bbcfe-a5c6-4ce1-9717-f46e246cdda2",NULL,NULL
1174,"GRAVESEND TOWN PIER","\N","\N","GFY","GRVSFRY","",NULL,NULL
1175,"GRAVESEND WEST STREET PIER","\N","\N","GFY","GRVSWSP","",NULL,NULL
1179,"GREAT CHESTERFORD","Great Chesterford Rail Station","\N","GRC","GTCHSFD","1047da03-ca81-4d78-92ff-b853b3cea5fd",NULL,NULL
1180,"GREAT COATES","Great Coates Rail Station","\N","GCT","GTCOATS","8ea44c85-3a4a-4b9c-b6a4-eb0746fa0e3f",NULL,NULL
1182,"GREAT MISSENDEN","Great Missenden Rail Station","\N","GMN","GTMSNDN","f0c7b892-6fc6-4bbf-91e8-a534016db05e",NULL,NULL
1183,"GREAT YARMOUTH","Great Yarmouth Rail Station","YARMOUTH (NORFOLK)","GYM","YARMTH","62a3ed1b-b507-4b1b-b727-4eed84e32155",NULL,NULL
1184,"GREEN LANE BIRKENHEAD","Green Lane Rail Station","\N","GNL","GNLN","a900da2d-94d7-4b45-8e87-5248aec97bca",NULL,NULL
1186,"GREENBANK","Greenbank Rail Station","\N","GBK","GBNK","62360a9e-1a7c-4b84-883c-d6ca5bf758ef",NULL,NULL
1187,"GREENFAULDS","Greenfaulds Rail Station","\N","GRL","GRNFLDS","36abc31e-9ee6-4d21-a6ad-dc6c7281431b",NULL,NULL
1193,"GREENOCK CENTRAL","Greenock Central Rail Station","\N","GKC","GRENCKC","72b3e54b-218a-459d-855f-89ded5d5b925",NULL,NULL
1189,"GREENFORD","Greenford Rail Station","\N","GFD","GFORD","dcb211d7-0783-402d-8cdf-35ceda1614b1",NULL,NULL
1191,"GREENHITHE","Greenhithe for Bluewater Rail Station","BLUEWATER","GNH","GNHT","9e786ad7-c0b2-4e30-b4f1-9de4d2e8020f",NULL,NULL
1194,"GREENOCK WEST","Greenock West Rail Station","\N","GKW","GRENCKW","ad67bcd2-98d7-40d4-91f5-baaff3a62a11",NULL,NULL
1195,"GREENWICH","Greenwich Rail Station","\N","GNW","GNWH","d58764ec-0516-4f2f-8ff1-11b2463c0d70",NULL,NULL
1196,"GRETNA GREEN","Gretna Green Rail Station","\N","GEA","GRETGRN","c50c23ca-13bf-46ef-8a5e-7fa352f6f300",NULL,NULL
1197,"GREYSTONES","\N","\N","GSO","CATZGSO","",NULL,NULL
1199,"GRIMSBY TOWN","Grimsby Town Rail Station","\N","GMB","GRMSBYT","681c45ce-ef9f-4b35-9175-8e1d194a17a2",NULL,NULL
1200,"GRINDLEFORD","Grindleford Rail Station","\N","GRN","GRNDLFD","a5122803-8d9a-45bd-a1f1-55450594428f",NULL,NULL
1201,"GROSMONT","Grosmont Rail Station","\N","GMT","GROSMNT","a587caea-234e-436e-89bf-840812fa3051",NULL,NULL
1203,"GUERNSEY","\N","\N","GUS","STPETRP","",NULL,NULL
1204,"GUIDE BRIDGE","Guide Bridge Rail Station","\N","GUI","GIDB","2cd40320-97f1-41ac-bdee-3297e1729117",NULL,NULL
1205,"GUILDFORD","Guildford Rail Station","\N","GLD","GUILDFD","761f1a38-5f7d-4c2d-96ed-9cd1d2ae6680",NULL,NULL
1207,"GUNNERSBURY","Gunnersbury Rail Station","\N","GUN","GNRSBRY","1d0f7359-3baf-4492-a455-6e6ee7e9ce44",NULL,NULL
