"id","name","longname","alpha","code","code_two","my_train_code","anglia_code","national_rail_code"
2535,"STANSTED AIRPORT","Stansted Airport Rail Station","\N","SSD","STANAIR","30fb7401-074d-40fc-a337-fa11bf1e5810",NULL,NULL
2536,"STANSTED MOUNTFITCHET","Stansted Mountfitchet Rail Station","\N","SST","STANMFC","3dd0ecfe-7e6c-4595-a734-c2f1597b0fc7",NULL,NULL
2537,"STAPLEHURST","Staplehurst Rail Station","\N","SPU","SPHS","d7b71a93-8083-4ed2-b8ad-958bec5aaa6f",NULL,NULL
2539,"STARBECK","Starbeck Rail Station","\N","SBE","STARBCK","fade624b-bff5-48c4-8e05-528918cfeede",NULL,NULL
2540,"STARCROSS","Starcross Rail Station","\N","SCS","STRCROS","a7c80034-aa26-4675-8799-7b89baceff57",NULL,NULL
2542,"STECHFORD","Stechford Rail Station","\N","SCF","STECHFD","3da05f4b-39db-4002-b72b-9f397f9706ce",NULL,NULL
2543,"STEETON & SILSDEN","Steeton & Silsden Rail Station","SILSDEN","SON","STEETON","a80df539-e34e-410b-81cf-f8e4aac51816",NULL,NULL
2544,"STEPPS","Stepps Rail Station","\N","SPS","STEPPS","4f141de2-5558-4db2-b624-42b1d9b469ff",NULL,NULL
2546,"STEVENSTON","Stevenston Rail Station","\N","STV","STVNSTN","fc4b9263-0dc3-41f8-b585-c35709cfd6ad",NULL,NULL
2547,"STEWARTBY","Stewartby Rail Station","\N","SWR","STWRTBY","97f244f3-4bfb-43d0-8cde-80e9aa611323",NULL,NULL
2549,"STIRLING","Stirling Rail Station","\N","STG","STIRLNG","c3a70f71-6455-450a-9f5a-aff6a5588ebb",NULL,NULL
2550,"STOCKPORT","Stockport Rail Station","EDGELEY","SPT","STKP","e1376ee6-ed08-49fb-b3e2-88846e880f4c",NULL,NULL
2552,"STOCKSMOOR","Stocksmoor Rail Station","\N","SSM","STKSMR","05ea2c1a-7394-470d-8aab-0327955b97dc",NULL,NULL
2553,"STOCKTON","Stockton Rail Station","\N","STK","STOCTON","8a2478a9-81a1-4e44-a7e9-c312ea4aeea2",NULL,NULL
2555,"STOKE NEWINGTON","Stoke Newington Rail Station","\N","SKW","STKNWNG","3680fd0d-b054-4748-9e4c-dd243a1be513",NULL,NULL
2556,"STOKE-ON-TRENT","Stoke-on-Trent Rail Station","\N","SOT","STOKEOT","f357b6bc-9fc7-4a7e-926f-b62cc9b3475a",NULL,NULL
2557,"STONE","Stone Rail Station","\N","SNE","STONE","2a8ab478-8c03-4758-8fea-87d15f459580",NULL,NULL
2559,"STONE CROWN STREET","\N","\N","SCN","STONECS","5d5ce655-5811-4edd-b135-9b9fb8b2b42a",NULL,NULL
2560,"STONE GRANVILLE SQUARE","\N","\N","SGQ","STONEGS","2b59ed9a-ed14-4970-89c5-e924a6ac1fa5",NULL,NULL
2562,"STONEGATE","Stonegate Rail Station","\N","SOG","SNGT","abb24ff7-3957-46ca-8b02-4453f22f7c39",NULL,NULL
2563,"STONEHAVEN","Stonehaven Rail Station","\N","STN","SHVN","718646f5-373b-4010-a04c-b2caee6b77d3",NULL,NULL
2566,"STONELEIGH","Stoneleigh Rail Station","\N","SNL","STLEIGH","bc5e9809-355b-498f-b4fe-5287b5fa94a7",NULL,NULL
2564,"STONEHOUSE GLOS","Stonehouse Rail Station","\N","SHU","STNHSE","9ddf5b04-8f5c-4532-9a69-88c8f0432771",NULL,NULL
2567,"STORNOWAY (ISLE OF LEWIS)","\N","\N","SOY","STWY","df1517af-0d04-4133-8894-d7bbd1f81b5c",NULL,NULL
2570,"STOURBRIDGE TOWN","Stourbridge Town Rail Station","\N","SBT","STRBDGT","a8f83558-e8f0-427a-aa85-1bb9128e34c1",NULL,NULL
2571,"STOW","\N","\N","SOI","STOW","50d3ae5f-bd8e-4eeb-8056-d5db7ced7d9a",NULL,NULL
2573,"STRANRAER","Stranraer Rail Station","\N","STR","STRNRR","11dbac5c-4886-4f56-afad-6332eea98b42",NULL,NULL
2574,"STRATFORD","Stratford (London) Rail Station","\N","SRA","STFD","8b55f7f5-f16a-4943-90ee-64c06ad46996",NULL,NULL
2578,"STRATFORD UPON AVON PARKWAY","\N","\N","STY","SOAVPWY","cd4422c2-c987-451c-b00d-3bd5d1be1b59",NULL,NULL
2576,"STRATFORD INTL","\N","\N","SDI","STFORDI","",NULL,NULL
2577,"STRATFORD INTL E JN","\N","\N","SFA","STFOEJN","c567ae04-734f-474f-91ba-e620b7cff2b8",NULL,NULL
2579,"STRATFORD-UPON-AVON","Stratford-upon-Avon Rail Station","\N","SAV","SOAV","68b413f1-6257-4099-b973-e50631ef79fa",NULL,NULL
2580,"STRATHCARRON","Strathcarron Rail Station","\N","STC","STCN","47cdf356-1783-41c7-a5b7-1c45752b685b",NULL,NULL
2582,"STREATHAM","Streatham Rail Station","\N","STE","STRETHM","c20077bd-47ae-44ed-88ad-8770eaf073f0",NULL,NULL
2583,"STREATHAM COMMON","Streatham Common Rail Station","\N","SRC","STRHCOM","72d78292-b042-486d-a5d5-16f9f68274a9",NULL,NULL
2585,"STREETHOUSE","Streethouse Rail Station","\N","SHC","STHS","5d20d4c4-d33b-4126-95b2-5ccc5df62265",NULL,NULL
2586,"STRETFORD","\N","\N","SRF","SFRD","",NULL,NULL
2587,"STRINES","Strines Rail Station","\N","SRN","STRINES","1c4cce20-6412-41ad-b028-befc4c89bd09",NULL,NULL
2589,"STROMNESS (ORKNEYS)","\N","\N","SOS","SNSS","56b01bfb-21da-4d15-a397-80821152e06a",NULL,NULL
2590,"STROOD","Strood Rail Station","\N","SOO","STROOD","88b55823-431f-46f7-9ccf-fa4ce3190de8",NULL,NULL
2593,"STYAL","Styal Rail Station","\N","SYA","STYAL","914a5a64-3628-44d9-aaf0-4f9b337359cc",NULL,NULL
2595,"SUDBURY HILL","Sudbury Hill Harrow Rail Station","\N","SDH","SDBRYHH","53b15483-b70f-4cbe-a32a-71a28be2d958",NULL,NULL
2596,"SUDBURY SUFFOLK","Sudbury (Suffolk) Rail Station","\N","SUY","SUDBURY","8217a856-9117-438e-823f-8e93aca9fbf4",NULL,NULL
2597,"SUGAR LOAF","Sugar Loaf Rail Station","\N","SUG","SGRLOAF","910ae7d0-ce02-490b-9a6c-34695efe0e4f",NULL,NULL
2598,"SUMMERSTON","Summerston Rail Station","\N","SUM","SUMRSTN","ae37ac79-d6d1-41a9-886b-f1b63a06fe70",NULL,NULL
2599,"SUNBURY","Sunbury Rail Station","\N","SUU","SUNBURY","2469587f-50e5-41c3-90bb-ad1f6a4b1fd0",NULL,NULL
2601,"SUNDRIDGE PARK","Sundridge Park Rail Station","\N","SUP","SNDP","bb899e1a-ca7d-46e1-bc45-05feed453a4d",NULL,NULL
2602,"SUNNINGDALE","Sunningdale Rail Station","\N","SNG","SUNNGDL","937f3635-ecc4-4fd7-bb7e-a2ee0e312586",NULL,NULL
2604,"SURBITON","Surbiton Rail Station","\N","SUR","SURBITN","94514068-af49-44c8-85b7-adf8254621aa",NULL,NULL
2605,"SURREY QUAYS","Surrey Quays Rail Station","\N","SQE","SURREYQ","ed6ed1e0-d52b-47b0-ab22-30c8f08b82d1",NULL,NULL
2607,"SUTTON (SURREY)","Sutton (London) Rail Station","\N","SUO","SUTTON","acd84edc-b250-4dca-931d-251c1d56935e",NULL,NULL
2608,"SUTTON COLDFIELD","Sutton Coldfield Rail Station","\N","SUT","SUTCO","5f82a4c4-ab0c-43be-b7d6-fd49077b2590",NULL,NULL
2610,"SWAFFHAM (TOURIST INF) BUS","\N","\N","SWB","PBROSTI","4d3e6eaa-040d-43d7-a953-3d586bfb2121",NULL,NULL
2611,"SWALE","Swale Rail Station","\N","SWL","SWALE","8d7b5319-7bce-4cb5-b126-b3585f6672f7",NULL,NULL
2612,"SWANAGE","\N","\N","SGE","SWNAGE","",NULL,NULL
2613,"SWANLEY","Swanley Rail Station","\N","SAY","SWLY","d5979118-6f7c-409e-916c-b5e0739c07d4",NULL,NULL
2616,"SWANSEA","Swansea Rail Station","ABERTAWE","SWA","SWANSEA","24aea6b2-bddc-4519-b20a-7ec74df81f54",NULL,NULL
2617,"SWANWICK","Swanwick Rail Station","\N","SNW","SWNWICK","5cbe9b5c-b387-4898-ae48-b97062628e50",NULL,NULL
2618,"SWAY","Sway Rail Station","\N","SWY","SWAY","1aab4032-cc77-4788-a79f-e585326687dd",NULL,NULL
2619,"SWAYTHLING","Swaythling Rail Station","\N","SWG","SWYTHLN","eae29440-d6ca-42db-ba54-2b6797b5727d",NULL,NULL
2663,"THIRSK","Thirsk Rail Station","\N","THI","THIRSK","1d44683a-ad93-4ef5-9630-8df303123902",NULL,NULL
2691,"TIPPERARY","\N","\N","TPY","CATZTPY","",NULL,NULL
2620,"SWINDERBY","Swinderby Rail Station","\N","SWD","SWNDRBY","e7f51b22-25f6-4b9f-b02d-5efda86e8a94",NULL,NULL
2621,"SWINDON","Swindon Rail Station","\N","SWI","SDON","e5438c92-aee8-461b-954e-8d229c5b387e",NULL,NULL
2680,"THURGARTON","Thurgarton Rail Station","\N","THU","THRGRTN","1721cfbc-b152-41ee-b953-80aca3ec47d8",NULL,NULL
2624,"SWINTON (GREATER MANCHESTER)","Swinton (Manchester) Rail Station","\N","SNN","SWNT","f973df68-b682-4249-9e6f-92f62d498a47",NULL,NULL
2625,"SYDENHAM","Sydenham Rail Station","\N","SYD","SYDENHM","d68ed86d-b054-4cad-99aa-a7434cab009f",NULL,NULL
2628,"SYON LANE","Syon Lane Rail Station","\N","SYL","SYONLA","a1b2a867-7b24-4b92-a25d-90a12d5bb113",NULL,NULL
2626,"SYDENHAM HILL","Sydenham Hill Rail Station","\N","SYH","SYDNHMH","a7ca7b74-0d1c-40b8-babf-e18271e88d4e",NULL,NULL
2629,"SYSTON","Syston Rail Station","\N","SYS","SYSTON","7db97f15-9267-469c-af70-83669c291b8b",NULL,NULL
2631,"TADWORTH","Tadworth Rail Station","\N","TAD","TADWTH","c47cd3d2-9e94-4071-8c7c-a113b0d0e768",NULL,NULL
2632,"TADWORTH (THE AVENUE)","\N","\N","TTA","TADWBUS","",NULL,NULL
2633,"TAFFS WELL","Taffs Well Rail Station","FFYNNON TAF","TAF","TAFFSWL","b089f35e-dc39-4409-ab09-efce08794c7b",NULL,NULL
2635,"TAL-Y-CAFN","Tal-y-Cafn Rail Station","\N","TLC","TALYCFN","dc5b7772-fb26-4e75-9590-5a24cc627128",NULL,NULL
2636,"TALSARNAU","Talsarnau Rail Station","\N","TAL","TLSRNAU","040ff3f1-b1e9-4d73-aa99-e26d4d1a26cf",NULL,NULL
2638,"TAME BRIDGE PKWY","Tame Bridge Parkway Rail Station","\N","TAB","TAMEBDG","11dfc012-a27a-4539-bb1c-80cb0fc367a8",NULL,NULL
2641,"TAPLOW","Taplow Rail Station","\N","TAP","TAPLOW","ff53a6cc-9a80-455f-9666-ed0c2a4e6a47",NULL,NULL
2643,"TAUNTON","Taunton Rail Station","\N","TAU","TAUNTON","f82b29df-09bf-43ba-9322-7b49d6ed2d95",NULL,NULL
2644,"TAYNUILT","Taynuilt Rail Station","\N","TAY","TAYNULT","d7ced874-8948-456b-bc7b-a1122bba5305",NULL,NULL
2646,"TEES-SIDE AIRPORT","Tees-side Airport Rail Station","\N","TEA","TSDARPR","2c06563e-9f77-445f-b83f-3e2834ae0550",NULL,NULL
2647,"TEIGNMOUTH","Teignmouth Rail Station","\N","TGM","TEINMTH","b5a2a24c-d45b-4246-9f7d-ab26768909a0",NULL,NULL
2649,"TEMPLECOMBE","Templecombe Rail Station","\N","TMC","TMPCMB","9535adac-4ebd-4781-a99f-6f7222b2b685",NULL,NULL
2650,"TEMPLEMORE","\N","\N","TEM","CATZTEM","996bbb24-44c6-4851-a7eb-8afefed54dcc",NULL,NULL
2654,"THAMES DITTON","Thames Ditton Rail Station","\N","THD","TDITTON","d3bf8751-2d58-4dba-a1a4-c9df861bc233",NULL,NULL
2652,"TEYNHAM","Teynham Rail Station","\N","TEY","TEYNHAM","0acbd348-d58d-4161-94bf-e5de8de80a5d",NULL,NULL
2655,"THATCHAM","Thatcham Rail Station","\N","THA","THATCHM","585433ef-0474-4993-acd3-dec05834a00b",NULL,NULL
2656,"THATTO HEATH","Thatto Heath Rail Station","\N","THH","THHT","51c39c3d-f735-48f3-bba0-72e0b2b3b6b5",NULL,NULL
2658,"THE LAKES","The Lakes Rail Station","\N","TLK","THELAKS","0694832d-0b8f-4756-afd1-d839e668785c",NULL,NULL
2659,"THEALE","Theale Rail Station","\N","THE","THEALE","789250ca-7f21-4d3c-a55c-ee8de8e61a3f",NULL,NULL
2661,"THETFORD","Thetford Rail Station","\N","TTF","THETFD","ecc76828-e956-45a0-80e4-b44d874135d9",NULL,NULL
2662,"THINGLEY JN","\N","\N","CPM","THNGLYJ","f464824a-8075-451e-92ef-3c319a3c63da",NULL,NULL
2664,"THOMASTOWN","\N","\N","THM","CATZTHM","",NULL,NULL
2665,"THORNABY","Thornaby Rail Station","\N","TBY","TABY","7f0b0c8a-662f-4a73-895c-0d525a151f45",NULL,NULL
2667,"THORNE SOUTH","Thorne South Rail Station","\N","TNS","THORNES","5faa43e6-75e0-47b3-a6e0-32997caf95ac",NULL,NULL
2668,"THORNFORD","Thornford Rail Station","\N","THO","THFORD","72d5196c-2c04-42c4-9b92-da218e652319",NULL,NULL
2669,"THORNLIEBANK","Thornliebank Rail Station","\N","THB","THLB","fb876744-a7b6-493d-acae-655e0cef76fb",NULL,NULL
2671,"THORNTON HEATH","Thornton Heath Rail Station","\N","TTH","THTH","e333d1f0-4ed3-43b1-ae94-2c09e71b9189",NULL,NULL
2672,"THORNTONHALL","Thorntonhall Rail Station","\N","THT","THAL","eb4bf2d8-2cd6-4144-a97a-df2bb0ac0f09",NULL,NULL
2674,"THORPE CULVERT","Thorpe Culvert Rail Station","\N","TPC","TCULVRT","fa548365-f347-4317-a9b5-74ef1f7b5e2c",NULL,NULL
2675,"THORPE-LE-SOKEN","Thorpe-le-Soken Rail Station","\N","TLS","THPLESK","56331505-04ba-4d23-9e31-85640a2ca3ae",NULL,NULL
2623,"SWINTON","Swinton (South Yorks) Rail Station","\N","SWN","SWINTN","2d275a25-889e-47bc-b7fc-61bb955d3987",NULL,NULL
2677,"THREE OAKS","Three Oaks Rail Station","GUESTLING","TOK","THOK","c8d7032a-f353-4f49-b057-58727f82eacc",NULL,NULL
2681,"THURLES","\N","\N","TUS","CATZTUS","",NULL,NULL
2682,"THURNSCOE","Thurnscoe Rail Station","\N","THC","TRNO","22ee0d2c-1133-4db5-9149-d348cc7d3878",NULL,NULL
2683,"THURSO","Thurso Rail Station","\N","THS","THURSO","8198b1b4-ff37-49b2-9bb7-483fe7cf4d94",NULL,NULL
2684,"THURSTON","Thurston Rail Station","\N","TRS","THUSTON","11154b2d-3df6-427c-b560-3db3baafe5f9",NULL,NULL
2686,"TILBURY TOWN","Tilbury Town Rail Station","\N","TIL","TLBYTWN","1c26d2f6-a635-473d-b5c0-7fd02f33b9c6",NULL,NULL
2687,"TILE HILL","Tile Hill Rail Station","\N","THL","TILEH","bc9e6d05-a468-4c38-a161-d1952b8ef412",NULL,NULL
2689,"TIMPERLEY","\N","\N","TIM","TIMPRLY","",NULL,NULL
2692,"TIPTON","Tipton Rail Station","\N","TIP","TIPTON","914c3c07-3f27-4033-8f3a-928d6c8749d2",NULL,NULL
2694,"TISBURY","Tisbury Rail Station","\N","TIS","TISBURY","28b3a495-533a-4784-be27-8a08ef57e49f",NULL,NULL
2695,"TIVERTON PARKWAY","Tiverton Parkway Rail Station","\N","TVP","TIVIPW","6a5fb2c3-432d-48db-9666-e572e0f284db",NULL,NULL
2697,"TOLWORTH","Tolworth Rail Station","\N","TOL","TOLWTH","16a7f9e8-f378-4108-bcce-13de4cc95d9a",NULL,NULL
2698,"TON PENTRE","Ton Pentre Rail Station","\N","TPN","TONPNTR","7f5a5614-b4cb-4b01-b879-9fec8ae93053",NULL,NULL
2699,"TONBRIDGE","Tonbridge Rail Station","\N","TON","TONBDG","5a35cd42-efc0-4c2b-837d-43186e72d1c1",NULL,NULL
2701,"TONFANAU","Tonfanau Rail Station","\N","TNF","TONFNAU","ce947aa6-f72b-441f-9973-10c9a7c96667",NULL,NULL
2702,"TONYPANDY","Tonypandy Rail Station","\N","TNP","TNYPNDY","086a4b11-d551-4cde-8e52-228184a5fc9f",NULL,NULL
2704,"TOPSHAM","Topsham Rail Station","\N","TOP","TOPSHAM","e7be5128-f127-42af-bd40-bca9e2327956",NULL,NULL
2705,"TORQUAY","Torquay Rail Station","\N","TQY","TORQUAY","d4fe6b5f-55f8-454b-8c21-df1be2165afe",NULL,NULL
2707,"TOTNES","Totnes Rail Station","\N","TOT","TOTNES","bf78711d-1b5f-42cf-bc16-7209ca0533fc",NULL,NULL
2708,"TOTNES STATION ROAD BUS STOP","\N","\N","XDP","TOTNSTA","",NULL,NULL
2690,"TINSLEY SOUTH JN","\N","\N","MHS","TINSLSJ","86c9001b-7659-40de-9130-e6dbdffb01e0",NULL,NULL
2710,"TOTTON","Totton Rail Station","\N","TTN","TOTTON","4ada14cf-40e4-48af-8a3c-193d57ee695a",NULL,NULL
2711,"TOWER GATEWAY DLR","\N","\N","ZTG","TWGWDLR","",NULL,NULL
2713,"TRAFFORD BAR METROLINK","\N","\N","TBM","TFBMTLK","",NULL,NULL
2714,"TRAFFORD PARK","Trafford Park Rail Station","\N","TRA","TRFDPK","489264a7-87a7-404d-bab0-3a3fe9842587",NULL,NULL
2715,"TRALEE","\N","\N","TRL","TRALEE","",NULL,NULL
2717,"TREFFOREST ESTATE","Trefforest Estate Rail Station","YSTAD TREFFOREST","TRE","TRFRSTE","18be0c74-e8ac-4202-acb4-b0dce322eb97",NULL,NULL
2718,"TREHAFOD","Trehafod Rail Station","\N","TRH","TREHAFD","68af4dee-b5e6-4bc5-b5d2-be96e2195d1d",NULL,NULL
2719,"TREHERBERT","Treherbert Rail Station","\N","TRB","TREHRBT","b790909d-9218-4d10-ab95-8a659632eab5",NULL,NULL
2721,"TRIMLEY","Trimley Rail Station","\N","TRM","TRIMLEY","caf1d9dd-80c6-484d-ac0a-1afc135b2d74",NULL,NULL
2722,"TRING","Tring Rail Station","\N","TRI","TRING","dd2c2fcd-2042-4412-8b94-bd2733f44bfa",NULL,NULL
2724,"TROON","Troon Rail Station","\N","TRN","TROON","187f36d5-ddcd-4363-8182-e48bb98b9e98",NULL,NULL
2725,"TROWBRIDGE","Trowbridge Rail Station","\N","TRO","TRWBRDG","351f3a12-bbb5-4651-a80b-8b56a44c4587",NULL,NULL
2726,"TRURO","Truro Rail Station","\N","TRU","TRURO","fd6ea8e9-31c4-4236-b027-275ccaef4489",NULL,NULL
2727,"TULLAMORE","\N","\N","TUM","CATZTUM","",NULL,NULL
2729,"TULSE HILL","Tulse Hill Rail Station","\N","TUH","TULSEH","94ad5abf-ac10-4818-9960-37dd75d6b077",NULL,NULL
2731,"TURKEY STREET","Turkey Street Rail Station","\N","TUR","TURKYST","d133ddd3-5512-477f-9a88-e1ebea5e1335",NULL,NULL
2732,"TURNPIKE LANE BUS","\N","\N","ZTL","HRNSTPL","",NULL,NULL
2734,"TWEEDBANK","\N","\N","TWB","TWDBANK","ceed955b-12c7-4785-a39f-5f01e22eb4ec",NULL,NULL
2735,"TWICKENHAM","Twickenham Rail Station","\N","TWI","TWCKNHM","67a93f3a-5fbb-4f92-b440-aec1c51b4064",NULL,NULL
2736,"TWYFORD","Twyford Rail Station","\N","TWY","TWYFORD","34c16a4d-e34d-40e9-a680-eecd487b9aad",NULL,NULL
2737,"TY CROES","Ty Croes Rail Station","\N","TYC","TYCROES","ecf8df36-13df-4e83-8199-3a40aa577786",NULL,NULL
2739,"TYGWYN","Tygwyn Rail Station","\N","TYG","TYGWYN","00e2b905-5d65-4a20-922d-9ee53f71f5f7",NULL,NULL
2741,"TYSELEY","Tyseley Rail Station","\N","TYS","TYSL","f2641a17-7005-41c3-abb5-aff0002498ed",NULL,NULL
2742,"TYWYN","Tywyn Rail Station","\N","TYW","TYWYN","b47d1054-200b-4e77-8ee3-942a3ecb4eff",NULL,NULL
2743,"UCKFIELD","Uckfield Rail Station","\N","UCK","UCKFILD","4055f575-536c-4fda-a57e-65af336a2bd8",NULL,NULL
2745,"ULCEBY","Ulceby Rail Station","\N","ULC","ULCEBY","38ab574b-9582-4537-b4d7-4ffd577a0ad3",NULL,NULL
2746,"ULLAPOOL","\N","\N","ULP","ULLAPOL","b94eb0ad-09ce-45c9-9f05-e8e7b6a0247e",NULL,NULL
2748,"ULVERSTON","Ulverston Rail Station","\N","ULV","ULVRSTN","0ab02a3b-b218-4a2e-891b-7dc6cd5bf117",NULL,NULL
2749,"UMBERLEIGH","Umberleigh Rail Station","\N","UMB","UMBRLGH","f5bb3d60-c3e5-4575-8077-cafa6b5a4146",NULL,NULL
2752,"UPHALL","Uphall Rail Station","\N","UHA","UPHALL","f990cabd-2122-4982-ac3f-eeff30aa94b4",NULL,NULL
2753,"UPHOLLAND","Upholland Rail Station","\N","UPL","UPHOLND","08db3255-87ce-4419-81d8-8ffc227e7e37",NULL,NULL
2756,"UPPER HALLIFORD","Upper Halliford Rail Station","\N","UPH","UHALIFD","e7995d70-29b7-4d46-ba41-9d0267149e13",NULL,NULL
2757,"UPPER HOLLOWAY","Upper Holloway Rail Station","\N","UHL","UPRHLWY","df03e75e-39cf-43ea-8633-f62e8911334a",NULL,NULL
2758,"UPPER TYNDRUM","Upper Tyndrum Rail Station","TYNDRUM UPPER","UTY","TYNDRMU","2bb3050d-5715-4799-8e71-fd393570e7c7",NULL,NULL
2760,"UPTON CHESHIRE","Upton Rail Station","\N","UPT","UPTON","bc99fc92-4205-4284-97bf-a9bbdf04bf4e",NULL,NULL
2761,"UPWEY","Upwey Rail Station","BROADWEY (DORSET)","UPW","UPWEY","111d226a-5338-4922-809e-9d262c23df3b",NULL,NULL
2762,"URMSTON","Urmston Rail Station","\N","URM","URMSTON","029cabb1-80ec-4baa-9b42-adfe113ad4c7",NULL,NULL
2764,"VALLEY","Valley Rail Station","Y FALI","VAL","VALLEY","0d957217-8bb6-4a47-9ef0-71c13505c786",NULL,NULL
2765,"VAUXHALL (MAIN)","\N","\N","VXH","VAUXHLM","ee5a4e93-9ec6-458d-a78c-15759c7f1bf3",NULL,NULL
2768,"VELOPARK METROLINK","\N","\N","VPM","MNCRVPM","",NULL,NULL
2771,"VIRGINIA WATER","Virginia Water Rail Station","\N","VIR","VRGNWTR","0d3f44ea-da0e-4d90-b964-8eb83c3d7a81",NULL,NULL
2769,"VICTORIA (C) (TPS INDIC. ONLY)","\N","\N","VIC","VICTRIC","04516e10-b231-499a-a5a9-c64b21955b89",NULL,NULL
2772,"WADDON","Waddon Rail Station","\N","WDO","WADDON","5e7de6f2-ad9a-48a2-a364-8fc4fd45ae8b",NULL,NULL
2773,"WADHURST","Wadhurst Rail Station","\N","WAD","WADHRST","8a478351-21ea-4673-802c-159aefe8e7d3",NULL,NULL
2774,"WAINFLEET","Wainfleet Rail Station","\N","WFL","WAINFLT","aa3845d0-a02b-474a-a417-133bb725b9ce",NULL,NULL
2776,"WAKEFIELD WESTGATE","Wakefield Westgate Rail Station","WESTGATE (WAKEFIELD)","WKF","WKFLDWG","0286e80d-3bfe-4840-8dfd-6b1c1ad7b3ec",NULL,NULL
2777,"WALKDEN","Walkden Rail Station","\N","WKD","WALKDEN","6c5edb85-fe21-48ec-85d9-97b724bc2a75",NULL,NULL
2778,"WALLASEY GROVE ROAD","Wallasey Grove Road Rail Station","GROVE ROAD (WALLASEY)","WLG","WALAGRD","349a417b-8b6c-4af7-b2ad-4bf64bd8ee60",NULL,NULL
2780,"WALLINGTON","Wallington Rail Station","\N","WLT","WALNGTN","8bf908ee-bf89-4e62-95bf-0ba19503d23a",NULL,NULL
2781,"WALLYFORD","Wallyford Rail Station","\N","WAF","WALLYFD","1921f7c2-6e91-4874-be05-f26edfc433da",NULL,NULL
2782,"WALMER","Walmer Rail Station","\N","WAM","WALMER","1e22588f-8d01-4046-8349-ea75b81cca99",NULL,NULL
2784,"WALSDEN","Walsden Rail Station","\N","WDN","WDEN","548b973a-ead0-4c0e-acb3-096973645734",NULL,NULL
2786,"WALTHAMSTOW CENTRAL","Walthamstow Central Rail Station","\N","WHC","WLTWCEN","d1c3c357-3658-473d-8c6a-dc79c8f75129",NULL,NULL
2787,"WALTHAMSTOW QUEENS ROAD","Walthamstow Queens Road Rail Station","QUEENS ROAD (WALTHAMSTOW)","WMW","WLTHQRD","c2f1a7f1-7d75-4fae-b522-47b6393216db",NULL,NULL
2789,"WALTON-ON-THAMES","Walton-on-Thames Rail Station","\N","WAL","WONT","97618be2-05ed-4cec-9720-76562c741226",NULL,NULL
2790,"WALTON-ON-THE-NAZE","Walton-on-the-Naze Rail Station","WALTON-ON-NAZE","WON","WONNAZE","7626329d-279d-415e-b486-340f2a22b849",NULL,NULL
2791,"WANBOROUGH","Wanborough Rail Station","\N","WAN","WANBRO","9e9a0d25-0732-477d-aa74-3f57a54689af",NULL,NULL
2793,"WANDSWORTH ROAD LONDON","Wandsworth Road Rail Station","\N","WWR","WNDSWRD","3107fabb-7117-4ccf-b8f1-d2b7eeda52a6",NULL,NULL
2794,"WANDSWORTH TOWN","Wandsworth Town Rail Station","\N","WNT","WDWTOWN","ded1ec7a-d77d-48e7-bbbf-7f0e548f537c",NULL,NULL
2795,"WANSTEAD PARK","Wanstead Park Rail Station","\N","WNP","WNSTDPK","43a44c93-2820-4f65-a869-d138e96b69e1",NULL,NULL
2096,"PETTS WOOD","Petts Wood Rail Station","\N","PET","PETSWD","bb855931-6c9c-4565-9299-c28cbc19af8f",NULL,NULL
2798,"WARE","Ware Rail Station","\N","WAR","WARE","cdbd0fdb-86d9-43cd-a509-6803873a8f79",NULL,NULL
2865,"WEST NORWOOD","West Norwood Rail Station","\N","WNW","WNORWOD","a61b5551-a79d-42fd-869e-2787dc2ac94b",NULL,NULL
2799,"WAREHAM","Wareham Rail Station","\N","WRM","WARHAM","447ce42e-1650-4868-811e-51c3eff15f22",NULL,NULL
2801,"WARMINSTER","Warminster Rail Station","\N","WMN","WRMNSTR","f8d7f517-7496-4a5e-a276-2820a78968b3",NULL,NULL
2803,"WARNHAM","Warnham Rail Station","\N","WNH","WARNHAM","5c1232f3-ab5a-4a95-ada1-11ba38d107cd",NULL,NULL
2805,"WARRINGTON CENTRAL","Warrington Central Rail Station","\N","WAC","WRGT","36f63970-e942-4f33-857b-3b2067368d91",NULL,NULL
2806,"WARWICK","Warwick Rail Station","\N","WRW","WARWICK","7d210005-fc6f-437e-b765-be8c98f74895",NULL,NULL
2807,"WARWICK PARKWAY","Warwick Parkway Rail Station","\N","WRP","WARWPWY","1130ebb3-b12f-4416-8e4d-ed57626a9f28",NULL,NULL
2809,"WATERBEACH","Waterbeach Rail Station","\N","WBC","WATBECH","46d2df1f-eacc-46f2-9faa-698205d09c0d",NULL,NULL
2810,"WATERFORD","\N","\N","WFD","WATERFD","",NULL,NULL
2811,"WATERINGBURY","Wateringbury Rail Station","\N","WTR","WTRNGBY","37de2784-dd3c-457d-96b6-e2a4cf4ed487",NULL,NULL
2813,"WATERLOO (MERSEYSIDE)","Waterloo (Merseyside) Rail Station","\N","WLO","WLOO","7b45032e-e621-482f-93a7-59130b1383be",NULL,NULL
2818,"WATFORD HIGH STREET","Watford High Street Rail Station","HIGH STREET (WATFORD)","WFH","WATFDHS","28ee6f3e-da07-4c5d-b314-0291ecd186a3",NULL,NULL
2814,"WATERLOO INTERNATIONAL","\N","\N","WAT","WATRINT","fd780164-494b-4d10-8aaa-f97ee02043e5",NULL,NULL
